params

tradedate;tradetime;B1;B2;B3;T1;G1;G2;G3;G4;G5;G6;G7;G8;G9
14.01.2016;18:39:49;978,664835;-200,453221;361,496302;0,344549;0,834586;-7,029384;-10,986296;7,944508;15,255566;-0,828587;-3,053974;0,000000;0,000000
15.01.2016;18:39:54;995,992565;-217,637977;338,853665;0,394799;1,682131;-6,067743;-8,347463;2,884621;11,609529;1,528886;-2,316144;0,000000;0,000000
18.01.2016;18:39:53;1002,226007;-227,974669;324,498471;0,365068;1,449658;-7,439975;-7,359656;2,269090;6,892748;2,203737;-0,524914;0,000000;0,000000
19.01.2016;18:39:56;993,126340;-231,024411;312,083578;0,370034;1,272194;-4,061637;-3,665336;4,443820;2,604507;0,909465;0,522696;0,000000;0,000000
20.01.2016;18:39:57;1024,714710;-253,728799;282,417243;0,363499;0,948915;-2,943101;-13,631270;-1,763379;4,176553;5,325060;2,984265;0,000000;0,000000
21.01.2016;18:39:23;1030,427508;-260,715539;251,209831;0,387871;4,264909;-4,011487;-8,497517;-0,776815;6,714019;2,793186;-0,046618;0,000000;0,000000
22.01.2016;18:39:51;1000,431498;-256,116804;236,946065;0,421328;1,117317;-4,777660;-0,908740;5,801459;7,823806;-2,630640;-4,357520;0,000000;0,000000
25.01.2016;18:39:46;1004,019413;-251,335085;234,595102;0,437231;0,412441;-0,044077;-0,260565;6,080666;10,507725;-2,924531;-6,073473;0,000000;0,000000
26.01.2016;18:39:51;994,712087;-239,553983;235,535404;0,525833;0,115410;-2,059465;7,491305;7,233956;5,890475;-4,764791;-5,789522;0,000000;0,000000
27.01.2016;18:39:44;976,494749;-220,993440;241,293245;0,433501;1,113040;-0,496967;-1,740355;9,242525;6,501082;-4,323157;-5,093743;0,000000;0,000000
28.01.2016;18:39:35;961,169596;-219,291893;243,765143;0,422358;-0,291307;0,693836;2,169887;1,530117;7,124141;-0,399086;-3,382074;0,000000;0,000000
29.01.2016;18:39:32;967,727343;-213,347374;242,518551;0,445685;-1,845743;2,820829;-1,437025;4,422950;5,872184;-1,729949;-2,908980;0,000000;0,000000
01.02.2016;18:38:47;976,349232;-211,929485;236,644063;0,413580;0,713878;-0,706217;-5,712112;2,136652;8,504637;0,929686;-2,460069;0,000000;0,000000
02.02.2016;18:39:33;984,790254;-206,487361;226,968566;0,556072;-0,015592;1,245255;-4,884010;3,236203;10,713423;0,518909;-4,498333;0,000000;0,000000
03.02.2016;18:39:26;976,932448;-192,893798;235,930609;0,674502;-3,548462;1,288834;-1,156851;2,995726;7,529391;0,437270;-1,859124;0,000000;0,000000
04.02.2016;18:36:19;963,075495;-191,562374;235,272870;0,466671;0,699403;0,415927;-4,432078;0,938603;10,668180;-0,493701;-3,432159;0,000000;0,000000
05.02.2016;18:36:45;962,856307;-178,139452;234,981747;0,522852;1,491625;-0,921994;-3,915301;-0,767662;12,873011;1,351830;-4,667082;0,000000;0,000000
08.02.2016;18:39:02;970,701010;-189,461058;230,320466;0,562023;-1,467032;0,017077;-2,600716;0,382895;13,456819;1,826957;-3,790524;0,000000;0,000000
09.02.2016;18:39:41;979,187181;-191,828804;225,174748;0,576328;0,109143;1,321342;-5,035119;-3,305959;12,383954;2,233560;-3,532520;0,000000;0,000000
10.02.2016;18:39:50;968,559841;-201,624244;237,708634;0,485504;-0,239782;0,967014;-2,570118;-0,783779;13,592333;0,155482;-6,281955;0,000000;0,000000
11.02.2016;18:39:01;973,037471;-191,512957;240,590327;0,591006;0,039987;1,894355;-6,683286;1,674745;15,297600;1,488138;-5,135414;0,000000;0,000000
12.02.2016;18:39:18;969,736530;-191,169015;238,579597;0,491675;0,018043;1,455981;-8,086670;0,642586;12,482115;1,367888;-3,405770;0,000000;0,000000
15.02.2016;18:38:47;959,855102;-184,875999;244,264544;0,554012;0,050302;0,344807;-1,379120;1,731688;15,958223;-0,237713;-5,954813;0,000000;0,000000
16.02.2016;18:39:49;962,236236;-189,286034;237,487009;0,445207;0,019268;0,559649;-11,669579;2,519749;15,056440;2,429272;-2,467971;0,000000;0,000000
17.02.2016;18:39:34;958,984353;-197,430546;227,362571;0,305548;0,460333;-1,033687;-9,046738;4,568967;13,386511;0,185876;-4,119263;0,000000;0,000000
18.02.2016;18:39:32;943,835267;-183,082691;237,789582;0,409978;1,076961;-1,464844;-4,920433;7,779421;10,476772;-1,695829;-5,025045;0,000000;0,000000
19.02.2016;18:39:52;944,302919;-181,326700;235,214854;0,379218;3,187731;-3,455231;-6,191434;3,095832;8,474511;2,265045;-1,763450;0,000000;0,000000
20.02.2016;18:20:42;943,446388;-177,784012;234,509796;0,506104;1,006280;-1,673039;0,010195;2,222150;3,709315;-1,061399;-2,215281;0,000000;0,000000
22.02.2016;18:38:38;939,013225;-172,786850;234,099077;0,534932;6,164768;-1,991328;-7,359865;-0,415899;12,295744;-1,752876;-6,403600;0,000000;0,000000
24.02.2016;18:39:51;936,088662;-156,048576;229,533659;0,307070;2,699557;-2,929259;-8,434145;3,778278;12,095298;-0,393553;-3,898448;0,000000;0,000000
25.02.2016;18:39:24;918,277220;-120,127592;236,914124;0,305825;6,930332;-0,447307;-9,508161;2,584528;11,076554;-0,815725;-4,953587;0,000000;0,000000
26.02.2016;18:37:30;908,167222;-103,851616;238,251890;0,301899;10,349956;-2,426590;-10,746313;0,616132;11,353587;1,103267;-3,865021;0,000000;0,000000
29.02.2016;18:39:59;905,420623;-101,489933;221,425691;0,347596;2,309558;-7,830434;-10,373940;-1,009306;13,818611;3,734201;-1,697375;0,000000;0,000000
01.03.2016;18:37:01;885,244464;-88,828747;196,526357;0,333131;2,167751;-6,121563;-5,351556;7,323386;7,932540;-1,099419;-1,659298;0,000000;0,000000
02.03.2016;18:37:23;885,155038;-73,186366;181,847913;0,322573;1,000635;-4,831456;-6,067345;2,995235;8,957155;0,396414;-1,580123;0,000000;0,000000
03.03.2016;18:39:52;880,431198;-64,836463;168,101738;0,349900;2,084606;-5,893762;-7,931876;0,692118;6,293825;1,929465;-0,615160;0,000000;0,000000
04.03.2016;18:37:23;874,277399;-55,628767;153,791160;0,302835;3,440203;-5,884788;-8,342799;1,025364;8,974045;1,518784;-2,455066;0,000000;0,000000
07.03.2016;18:39:41;873,800667;-38,648073;156,913712;0,350933;14,332937;3,224126;-12,393306;-0,018158;4,590492;-0,436743;-3,184357;0,000000;0,000000
09.03.2016;18:39:00;873,452411;-29,804167;150,988980;0,300073;3,421172;-3,039913;-5,754211;1,293789;6,452455;0,780074;-1,786432;0,000000;0,000000
10.03.2016;18:39:34;875,857583;-11,403406;135,824471;0,352210;4,880105;-4,945246;-7,085747;-1,615081;6,562740;4,034846;-0,706627;0,000000;0,000000
11.03.2016;18:39:07;879,876723;-10,282425;124,665349;0,302478;-0,097618;-4,161391;-12,514828;-6,103620;9,702609;6,046314;-0,127318;0,000000;0,000000
14.03.2016;18:25:10;889,466991;-15,412934;110,591951;0,306516;0,010545;-5,850442;-6,819284;-3,373836;8,775385;4,562668;-0,434782;0,000000;0,000000
15.03.2016;18:39:36;899,183682;-25,838671;94,139568;0,405155;-0,404200;-2,687417;-5,432977;-1,360454;6,959251;3,544212;-0,334215;0,000000;0,000000
16.03.2016;18:34:51;896,854473;-28,056252;91,995719;0,329042;-0,072957;-1,072223;-2,770268;1,556303;2,643249;-0,016859;-1,492153;0,000000;0,000000
17.03.2016;18:39:53;871,687252;-5,326023;99,213843;0,338219;0,050888;7,590036;-2,107751;-2,817172;-0,213353;-2,160027;-2,064007;0,000000;0,000000
18.03.2016;18:39:51;852,379749;18,706499;114,036627;0,522283;0,453786;0,215522;2,737190;-2,927552;-0,722339;1,863716;-0,443982;0,000000;0,000000
21.03.2016;18:39:56;856,404228;26,593781;119,749640;0,454734;0,012850;0,333702;0,705637;1,313665;-3,676777;-0,371815;0,893916;0,000000;0,000000
22.03.2016;18:39:24;854,011796;36,669550;127,292521;0,461339;-0,041523;-0,518024;-0,245237;0,895768;-1,811257;0,730412;0,693993;0,000000;0,000000
23.03.2016;18:39:40;870,521473;34,893151;127,451134;0,373138;0,020669;0,055345;1,617969;-4,479447;-1,852130;3,049837;1,767209;0,000000;0,000000
24.03.2016;18:35:53;878,322249;23,516164;119,251364;0,359046;-0,033684;-0,558090;2,017855;-1,071013;-2,324719;0,727143;0,996667;0,000000;0,000000
25.03.2016;18:38:44;869,325031;37,713327;126,067485;0,450750;0,020698;2,628909;-2,472949;-0,911818;-1,559284;0,330219;0,395051;0,000000;0,000000
28.03.2016;18:33:26;867,436279;27,581016;141,779442;0,429928;-4,888507;6,362516;-6,149511;-0,506316;2,365112;1,519429;1,507914;0,000000;0,000000
29.03.2016;18:37:20;874,314834;34,250856;145,866451;0,314673;-0,399201;1,943341;-3,816613;1,870999;0,506937;0,840239;0,804470;0,000000;0,000000
30.03.2016;18:38:17;862,674094;46,213997;154,241956;0,370177;-0,069063;3,152051;-0,588363;-1,400332;1,648859;-0,832319;-1,187978;0,000000;0,000000
31.03.2016;18:39:52;856,148070;56,123397;176,423845;0,485117;-6,545811;16,032653;-0,328373;-4,101406;-2,506860;-0,659976;-0,466926;0,000000;0,000000
01.04.2016;18:39:17;858,297795;38,488362;206,237938;0,434862;-6,921923;12,262557;-3,473090;-3,991711;0,659933;1,839484;1,397591;0,000000;0,000000
04.04.2016;18:39:55;858,071213;39,075784;221,104625;0,483006;-3,048860;5,005032;-2,956238;-3,155229;-1,799695;0,717993;0,853200;0,000000;0,000000
05.04.2016;18:39:40;868,994599;35,029673;227,112315;0,321722;-0,946393;0,911029;-3,071156;-1,194380;-0,203172;1,948071;1,144373;0,000000;0,000000
06.04.2016;18:39:55;868,628883;31,296665;224,746806;0,313726;0,419216;0,989108;-3,071609;1,436141;-0,567720;-0,807925;-0,105282;0,000000;0,000000
07.04.2016;18:39:57;878,661539;25,555532;211,489458;0,306055;-0,708537;-7,543392;-2,269167;-0,796345;-2,021803;3,069871;2,812665;0,000000;0,000000
08.04.2016;18:39:49;869,981321;31,056375;197,072260;0,360818;-0,157348;-3,531055;-1,816369;3,784751;-0,582727;0,973780;1,259059;0,000000;0,000000
11.04.2016;18:39:33;869,843196;37,600252;182,209048;0,304080;0,834207;-6,489975;-2,550085;6,311056;-0,484754;-0,545604;-0,494784;0,000000;0,000000
12.04.2016;18:36:58;867,191125;48,192856;163,332032;0,351554;1,624426;-5,367215;1,227864;1,200485;0,280042;1,166327;-0,617249;0,000000;0,000000
13.04.2016;18:39:49;872,348872;46,368432;149,153577;0,317649;2,455079;-4,408792;2,116677;4,522713;-0,679091;0,415069;0,456541;0,000000;0,000000
14.04.2016;18:37:20;875,381207;61,651457;139,145598;0,304919;6,421814;-4,402917;-1,768245;2,968889;0,436026;-1,115015;-1,027621;0,000000;0,000000
15.04.2016;18:37:53;874,024153;63,962710;121,474746;0,370644;0,473241;-1,601145;1,895172;2,385660;-2,603020;0,043679;0,296494;0,000000;0,000000
18.04.2016;18:39:18;877,035930;70,853351;110,088091;0,326483;3,371921;-1,470224;-1,383776;3,595183;-0,766693;-1,322171;-1,210551;0,000000;0,000000
19.04.2016;18:39:49;870,451322;73,040560;106,658848;0,324201;-0,267985;-2,163372;2,693421;2,012853;0,398433;0,791150;-0,489833;0,000000;0,000000
20.04.2016;18:39:56;867,805169;75,960470;95,623929;0,304094;5,515278;-3,598613;-0,165884;3,974644;-1,026534;-2,331164;-1,886086;0,000000;0,000000
21.04.2016;18:39:45;869,431736;105,968464;67,739618;0,305628;1,773241;-8,874459;0,788743;7,818442;-0,729438;-0,608715;-0,865013;0,000000;0,000000
22.04.2016;18:39:57;873,103753;111,165472;54,367085;0,300592;2,643399;-4,579965;0,192132;4,208556;0,313594;-0,487171;0,022103;0,000000;0,000000
25.04.2016;18:38:58;876,998223;111,988628;45,833126;0,312488;1,089036;-4,041155;1,784354;3,011749;-1,181283;0,051206;-0,342479;0,000000;0,000000
26.04.2016;18:39:47;877,096993;112,160092;40,706658;0,335980;0,835706;-1,632469;1,923911;1,457446;-0,825279;0,089150;-0,009278;0,000000;0,000000
27.04.2016;18:39:43;874,508337;128,111713;34,921488;0,306484;0,907714;-3,752239;2,870358;4,477684;-0,774285;-1,121898;-0,556917;0,000000;0,000000
28.04.2016;18:39:54;856,562424;112,630020;28,682071;0,617750;0,606977;-3,277370;-0,112850;6,484712;-3,041440;-2,035464;-1,196544;0,000000;0,000000
29.04.2016;18:39:47;828,963116;124,282385;26,926922;1,156779;3,376198;-2,986132;-2,430252;8,176101;-6,980388;-0,317206;1,280565;0,000000;0,000000
04.05.2016;18:39:56;839,861208;117,280877;25,112192;1,085566;1,003952;1,091765;-3,567074;3,039239;-0,351685;0,895208;0,971342;0,000000;0,000000
05.05.2016;18:39:58;836,008093;97,625662;33,356218;1,439789;-0,058253;-1,227015;-0,317209;4,885722;-5,390427;0,044028;1,097056;0,000000;0,000000
06.05.2016;18:39:50;833,123511;91,600499;37,036646;1,549872;-0,416597;0,150411;-0,138294;1,549445;-1,052685;-0,755098;-0,010750;0,000000;0,000000
10.05.2016;18:39:12;831,929605;91,262987;40,505450;1,575057;-3,246272;1,193410;4,116013;1,229203;-1,453933;1,120644;1,417486;0,000000;0,000000
11.05.2016;18:39:47;823,467548;98,365356;58,552884;1,337177;-1,125621;-1,281673;5,887932;0,448700;-3,630610;-1,190986;0,792719;0,000000;0,000000
12.05.2016;18:38:09;816,397288;79,124757;90,719668;1,456349;-11,224308;5,515317;8,956006;1,139369;-2,211559;0,267643;-0,031327;0,000000;0,000000
13.05.2016;18:39:58;819,925472;75,925053;121,523500;1,046514;-2,410686;1,252976;5,650921;2,203416;-1,780844;-1,595774;-1,273710;0,000000;0,000000
16.05.2016;18:39:14;814,599428;80,333488;140,280112;1,041535;-0,282378;0,128169;1,901210;-0,706861;0,815100;0,014564;-0,018423;0,000000;0,000000
17.05.2016;18:38:52;816,836976;80,087021;139,576044;1,044113;0,299010;-0,210318;0,740238;0,137810;0,362990;-0,436195;-0,648851;0,000000;0,000000
18.05.2016;18:39:00;817,655458;93,139249;116,905591;1,212617;2,519320;-2,477438;-0,032962;-0,702228;0,036278;0,027280;-0,557411;0,000000;0,000000
19.05.2016;18:39:52;822,035544;91,836896;104,860000;1,334753;-0,098171;-1,697405;-1,041061;0,260531;0,589669;2,277235;1,083122;0,000000;0,000000
20.05.2016;18:39:45;813,271645;101,399415;92,143666;1,617257;0,010276;-0,880557;2,122607;0,992335;0,210019;0,881076;0,432385;0,000000;0,000000
23.05.2016;18:39:45;815,554381;95,644794;102,592668;1,698463;-0,009302;-2,520498;0,947908;2,802634;-1,612804;-0,017086;-1,020032;0,000000;0,000000
24.05.2016;18:39:44;814,769635;102,592304;93,451609;1,597957;2,625209;-3,386448;-1,097850;0,786772;1,220722;-0,187424;-0,250740;0,000000;0,000000
25.05.2016;18:38:05;806,004248;112,783662;109,526908;1,580432;1,948128;-3,459909;-0,064548;3,732421;-1,497154;0,266289;-0,090626;0,000000;0,000000
26.05.2016;18:39:45;805,349153;118,574111;90,461122;1,736753;1,077033;-4,391508;-0,567983;1,930545;0,879925;0,916255;0,937032;0,000000;0,000000
27.05.2016;18:39:53;810,662553;125,046109;71,377061;1,706144;0,649324;-2,367860;-1,950473;-0,015601;0,795986;2,229199;-0,010585;0,000000;0,000000
30.05.2016;18:39:49;819,892565;130,107026;46,025387;1,612920;8,421364;-9,661418;-3,946615;3,187069;1,181817;-1,102499;-1,258718;0,000000;0,000000
31.05.2016;18:39:43;818,587384;148,148263;30,612825;1,451786;3,993753;-3,187317;-5,735639;0,339877;7,065874;-0,731236;-1,722598;0,000000;0,000000
01.06.2016;18:39:47;835,721597;138,324257;15,475668;1,373904;3,513887;0,872078;-8,537890;6,000510;5,470466;-2,229261;-2,611901;0,000000;0,000000
02.06.2016;18:39:56;843,411573;135,321563;5,237956;1,163717;3,314084;-3,968588;-5,534576;9,091105;3,436826;-3,002457;-2,853478;0,000000;0,000000
03.06.2016;18:39:44;828,634064;164,475929;-2,755009;1,131268;0,549661;-1,982071;-8,141703;7,648783;9,123350;-2,178457;-3,092866;0,000000;0,000000
06.06.2016;18:39:44;805,937206;178,060347;-6,395271;1,568163;4,720313;-6,734141;-3,920624;5,256852;5,613479;-2,101572;-2,656643;0,000000;0,000000
07.06.2016;18:39:52;783,728754;184,136109;-3,816825;2,379457;2,992993;1,435295;-4,212320;0,586407;2,594535;-0,728278;-1,037846;0,000000;0,000000
08.06.2016;18:39:56;788,218807;186,994994;-7,217871;2,013539;1,852604;2,446868;-7,451587;3,649960;0,468262;-1,287703;-1,224834;0,000000;0,000000
09.06.2016;18:39:48;798,643364;177,537212;-4,157535;1,729389;0,340124;0,816796;-2,380053;0,414972;2,081850;-0,930049;-1,559966;0,000000;0,000000
10.06.2016;18:39:23;783,800958;176,770148;-1,890939;2,079945;-0,021528;-0,452838;-0,648863;-2,573309;3,197492;-0,445134;-0,530081;0,000000;0,000000
14.06.2016;18:39:49;797,473693;164,195934;-2,540624;2,000508;-1,027129;0,563987;0,732721;-6,410707;3,424517;1,904779;-0,842302;0,000000;0,000000
15.06.2016;18:38:56;810,227473;182,046726;-8,441155;1,291415;0,150306;2,920689;-2,023109;1,142751;2,228617;-3,348279;-0,951218;0,000000;0,000000
16.06.2016;18:39:52;817,903152;170,474834;-12,640559;1,333126;0,043262;0,030465;-2,219179;-0,045266;4,829263;-4,922647;-0,625916;0,000000;0,000000
17.06.2016;18:39:20;809,197470;200,673332;-15,121298;1,171261;-0,058701;1,036415;-2,797755;-0,342812;6,121721;-3,681494;0,100106;0,000000;0,000000
20.06.2016;18:39:51;801,196728;202,085693;-24,178501;1,236036;-2,244321;1,275778;-1,937607;-0,916718;1,593607;-1,281383;-0,944611;0,000000;0,000000
21.06.2016;18:39:56;798,627308;186,112720;-27,736624;1,499742;-0,922801;2,619904;0,732701;0,864413;1,049233;-0,745865;-0,243824;0,000000;0,000000
22.06.2016;18:39:48;793,520333;188,171434;-35,954396;1,710973;-1,249817;-0,926128;2,196368;0,098197;-1,578113;0,014700;0,666780;0,000000;0,000000
23.06.2016;18:39:57;803,659920;216,943203;-58,111204;1,061353;0,019284;3,008683;0,340530;0,545136;-1,371711;-1,508943;1,284311;0,000000;0,000000
24.06.2016;18:39:18;812,133832;212,225405;-79,337765;1,174806;0,125949;1,744270;1,159079;0,626251;-1,576098;-0,835680;0,729999;0,000000;0,000000
27.06.2016;18:39:58;804,818248;183,315683;-107,478996;1,919265;-1,421022;-0,645590;2,275990;1,056218;-3,051705;-3,327568;1,758689;0,000000;0,000000
28.06.2016;18:39:40;801,910859;183,798082;-134,285091;2,044698;-0,031236;-0,729522;0,829896;2,119719;-1,993072;-4,350897;-0,939257;0,000000;0,000000
29.06.2016;18:39:59;808,174810;165,958055;-190,274851;2,909312;-0,017836;-2,341009;1,986459;3,834049;-5,239942;-1,785975;1,437840;0,000000;0,000000
30.06.2016;18:39:55;802,482459;168,862874;-224,977263;3,250067;-0,011387;0,316262;1,891472;4,653325;-4,919653;-1,862182;0,923198;0,000000;0,000000
01.07.2016;18:39:49;816,720263;166,418975;-290,334837;3,289492;0,021005;0,022198;-3,261461;4,233826;-0,765169;-4,224744;1,030292;0,000000;0,000000
04.07.2016;18:39:56;822,793064;154,826172;-297,453657;3,652856;0,362230;1,953302;-3,625140;1,732430;-0,496824;-2,574478;-0,562155;0,000000;0,000000
05.07.2016;18:39:57;841,017510;139,125960;-307,918336;3,559799;-0,084500;1,349593;-2,805776;-0,590007;3,873602;-1,024156;-1,201466;0,000000;0,000000
06.07.2016;18:39:28;841,514684;128,083365;-305,637454;4,328964;0,521639;2,356314;-5,469008;0,431873;3,594566;-1,678461;0,091772;0,000000;0,000000
07.07.2016;18:39:56;837,538171;118,050895;-298,524234;5,428773;0,946677;2,378048;-9,523010;5,091421;2,578102;-2,428583;-0,755002;0,000000;0,000000
08.07.2016;18:39:53;854,150180;101,729119;-315,871061;5,165991;-0,038663;-3,179906;-2,032123;2,929469;4,708111;-4,462135;1,321273;0,000000;0,000000
11.07.2016;18:39:52;863,010933;90,410756;-336,823452;5,178903;-0,306839;-0,363599;0,169979;1,238415;1,455652;-4,243844;0,607694;0,000000;0,000000
12.07.2016;18:39:59;870,551845;89,177762;-360,476007;4,475620;0,112404;0,674832;-0,438742;0,501636;1,918398;-3,348244;-0,369451;0,000000;0,000000
13.07.2016;18:39:01;878,825441;82,779773;-363,350868;4,525732;0,977772;2,770580;-6,614800;3,042755;1,980429;-1,591035;-0,519590;0,000000;0,000000
14.07.2016;18:39:56;874,611750;99,532861;-371,194777;3,686489;0,351435;4,832412;-8,307273;1,769149;2,615089;-0,486524;-0,941210;0,000000;0,000000
15.07.2016;18:39:36;875,791207;100,062972;-362,967283;3,660521;0,053048;3,080182;-8,544018;-0,778974;3,531332;-0,621259;-0,868707;0,000000;0,000000
18.07.2016;18:39:55;879,257992;96,662058;-346,743209;3,304448;0,784188;3,302492;-5,647873;-1,120939;3,941660;-0,718281;-1,143678;0,000000;0,000000
19.07.2016;18:39:58;878,054360;88,557941;-332,923080;3,722218;-0,506709;-0,062930;-3,440332;2,152481;2,018378;-0,806541;-0,984585;0,000000;0,000000
20.07.2016;18:39:49;880,563799;83,335349;-326,719903;3,675712;-0,754171;3,666380;-5,219081;1,271038;2,727967;-0,760333;-1,076934;0,000000;0,000000
21.07.2016;18:39:29;881,169574;84,074363;-320,359733;3,745827;0,760704;0,815717;-7,274795;3,037060;3,163151;-1,001154;-1,001151;0,000000;0,000000
22.07.2016;18:39:55;883,471743;82,883396;-308,900125;3,734246;0,939064;1,466046;-7,649952;3,336260;2,842918;-1,023395;-1,265295;0,000000;0,000000
25.07.2016;18:39:47;881,088698;84,047702;-301,296650;3,531761;-0,484513;1,337488;-2,469045;0,598663;1,801246;-0,405807;-0,566261;0,000000;0,000000
26.07.2016;18:39:55;886,727907;74,579030;-285,802164;3,715885;0,742623;2,138590;-6,485756;2,813429;-0,706390;-1,383541;-1,469231;0,000000;0,000000
27.07.2016;18:39:56;879,859126;80,157502;-290,738101;3,860992;1,369010;3,565056;-9,034395;3,510568;-0,284959;-1,223801;-1,336603;0,000000;0,000000
28.07.2016;18:39:47;876,032683;78,761020;-285,847552;3,578272;1,579441;5,464473;-7,213819;1,726932;-0,723297;-1,355854;-1,389437;0,000000;0,000000
29.07.2016;18:39:57;863,073228;88,782743;-286,598599;3,533098;1,120275;2,085618;-7,401299;4,190420;1,950053;-1,610388;-1,726536;0,000000;0,000000
01.08.2016;18:39:36;856,492272;93,103052;-284,802262;3,972932;0,106465;-0,033461;-4,935164;3,986697;2,082459;-1,797481;-1,272786;0,000000;0,000000
02.08.2016;18:39:59;859,410128;88,116243;-277,966527;4,423926;0,775453;1,717677;-7,640427;2,166497;-0,777714;-0,964623;-1,153606;0,000000;0,000000
03.08.2016;18:39:56;864,407803;63,169108;-258,584197;5,410329;0,023716;-2,090622;-2,160323;5,419598;-2,103243;-1,835401;0,822376;0,000000;0,000000
04.08.2016;18:39:51;870,810546;46,263831;-262,939877;5,636393;-0,719131;-3,521562;-0,375661;9,907186;-3,122762;-3,905821;0,234673;0,000000;0,000000
05.08.2016;18:39:57;866,654280;46,437539;-272,328137;5,932558;-0,579459;-4,057286;-0,841434;10,129396;-4,183266;-4,198509;0,223870;0,000000;0,000000
08.08.2016;18:39:53;860,137969;55,492251;-291,350076;5,919936;0,034750;-2,089578;-1,492722;7,892624;-2,667153;-3,008468;-0,519196;0,000000;0,000000
09.08.2016;18:39:54;859,573011;60,798272;-313,886198;5,539145;0,012380;-2,785393;-0,630813;8,093017;-2,213856;-2,887300;0,411323;0,000000;0,000000
10.08.2016;18:39:57;869,394432;53,447614;-338,511183;5,302427;-1,911866;-2,666234;-1,218409;5,158577;0,827423;-1,524244;-0,032838;0,000000;0,000000
11.08.2016;18:39:55;874,292389;45,927474;-336,940521;5,759126;-1,395269;-0,391893;0,052336;3,504932;-1,316404;-3,268636;-1,060382;0,000000;0,000000
12.08.2016;18:39:52;885,386806;39,124376;-340,121161;5,696547;0,202819;-1,072975;-4,314103;6,166071;-0,021054;-3,795666;-0,463072;0,000000;0,000000
15.08.2016;18:39:32;884,297786;35,796763;-350,242436;6,159664;1,018406;1,442328;-8,518510;8,773787;-1,212729;-2,968243;0,440419;0,000000;0,000000
16.08.2016;18:39:47;887,529649;28,855760;-354,655189;6,598976;0,119825;0,066988;-6,008588;11,146803;-2,222493;-3,845099;1,163744;0,000000;0,000000
17.08.2016;18:39:47;892,685579;27,108205;-361,049082;6,655105;1,205398;1,198456;-10,001475;8,647930;-0,251905;-1,700137;-1,017221;0,000000;0,000000
18.08.2016;18:39:55;892,459418;29,650110;-373,454326;6,178345;1,565215;2,558131;-7,426267;4,236548;2,590930;-3,999015;1,021281;0,000000;0,000000
19.08.2016;18:39:56;901,226189;13,777788;-373,979593;6,232419;-0,160850;0,296101;-3,323818;4,636806;1,765229;-3,383750;0,501418;0,000000;0,000000
22.08.2016;18:39:54;905,388202;9,882177;-375,297632;6,471669;-2,221389;-1,053040;-2,419076;2,587915;1,310944;-1,916790;-0,653718;0,000000;0,000000
23.08.2016;18:39:59;901,654494;14,384542;-382,038085;6,567274;1,506213;1,763666;-5,029944;3,682599;-0,610589;-1,939539;-1,481356;0,000000;0,000000
24.08.2016;18:39:57;908,853591;6,411813;-382,291748;6,505493;1,388028;2,685841;-8,370818;2,297748;0,583691;-1,033075;-0,630035;0,000000;0,000000
25.08.2016;18:39:43;905,103793;4,089203;-382,110632;6,785615;-0,020999;-0,334867;-5,810507;1,868855;1,940742;-1,055861;-1,111476;0,000000;0,000000
26.08.2016;18:39:21;910,458033;-14,946663;-373,781044;7,227273;-2,239446;-2,364833;-0,935675;4,355605;0,943206;-3,625143;0,458274;0,000000;0,000000
29.08.2016;18:39:56;914,357924;-22,062869;-373,622405;7,353897;-1,601742;-0,888407;-1,450312;4,447601;2,289451;-2,007414;-1,001185;0,000000;0,000000
30.08.2016;18:39:55;915,777196;-24,710345;-378,965607;7,288533;-0,680786;-2,214158;-0,856927;5,132328;1,386381;-3,476408;0,486126;0,000000;0,000000
31.08.2016;18:39:50;915,798348;-31,029858;-381,080840;7,229378;-0,064211;-1,070160;-0,011113;2,740412;0,590796;-3,720232;1,346248;0,000000;0,000000
01.09.2016;18:39:46;921,150946;-37,776084;-384,821256;6,981469;-0,981890;-2,756200;-0,661067;4,654698;1,149650;-4,609163;0,571110;0,000000;0,000000
02.09.2016;18:39:53;920,184263;-31,353777;-410,968506;6,248670;-0,018064;-0,794949;-1,828571;1,258003;4,520485;-3,324645;0,586260;0,000000;0,000000
05.09.2016;18:39:44;919,559078;-23,733106;-429,273868;5,770633;1,865218;3,891993;-5,045770;-0,517930;2,382358;-1,453127;-0,951058;0,000000;0,000000
06.09.2016;18:39:58;906,421637;-0,170964;-445,563158;4,990582;3,504445;7,036344;-12,895760;-0,295784;5,342607;-1,370636;-1,449015;0,000000;0,000000
07.09.2016;18:39:58;898,214148;8,352688;-444,249843;4,695774;3,255906;3,872829;-11,608652;-0,844225;5,699391;-0,658454;-1,404643;0,000000;0,000000
08.09.2016;18:39:52;885,045549;28,351697;-452,116031;4,206700;3,963838;5,203810;-11,695308;1,369495;5,030251;-1,468608;-1,957931;0,000000;0,000000
09.09.2016;18:39:38;899,632463;10,007981;-426,790009;4,442499;2,806006;1,602070;-11,758021;3,265492;3,985618;-1,344306;-1,591395;0,000000;0,000000
12.09.2016;18:39:52;894,090151;10,355737;-410,635818;4,444130;3,167406;2,892686;-9,692764;2,090728;3,256864;-0,885576;-1,288817;0,000000;0,000000
13.09.2016;18:39:59;888,952488;7,684526;-387,713615;4,380636;2,707471;3,189007;-10,286679;0,176620;4,882419;-0,021585;-0,856664;0,000000;0,000000
